Questions,CoarseType,FineType,WhWord
हाइड्रोजनको संयुज्यता कति हुन्छ ?,numerical,other,कति
कार्बनको संयज्यता कति हुन्छ ?,numerical,other,कति
प्राकृतिमा सबैभन्दा बढी पाइने ग्याँस कुन हो ?,miscellaneous,material,कुन
सूर्यमा सबैभन्दा बढी कुन तत्व छ ?,miscellaneous,material,कुन
आधुनिक पेरियाडिक तालिकामा कतिवटा पेरियोड छन् ?,numerical,count,कति
अम्लले धातुहरुसँग प्रतिक्रिया गरि के बनाउँछ ?,miscellaneous,material,के
ड्राइसेल व्याट्रीमा कुन लवण प्रयोग गरिन्छ ?,miscellaneous,material,कुन
युनिभर्सल सूचक पदार्थमा रातो रंगले केलाई जनाउँछ ?,miscellaneous,other,के
युनिभर्सल सूचक पदार्थमा निलो रंगले केलाई जनाउँछ ?,miscellaneous,other,के
प्रयोगशालामा बनाउने अम्ललाई के भनिन्छ?,miscellaneous,other,के
तत्वको सबैभन्दा सानो कणलाई के भनिन्छ ?,miscellaneous,other,के
पदार्थको सवै गुण यथावत् कायम रहेका सबैभन्दा सानो कणलाई के भनिन्छ ?,miscellaneous,other,के
पारमणिक पिण्डको एकाइ के हो ?,miscellaneous,other,के
पोटासियमको संकेत के हो ?,miscellaneous,other,के
सोडियमको संकेत के हो ?,miscellaneous,other,के
ताप उत्पन्न हने रासायनिक प्रतिक्रियालाई के भनिन्छ ?,miscellaneous,other,के
ताप लिने रासायनिक प्रतिक्रियालाई के भनिन्छ?,miscellaneous,other,के
कमिलाले चिल्दा हाम्रो शरिरभित्र कन अम्ल पस्दछ ?,miscellaneous,material,कुन
सिस्नुले पोल्दा कुन अम्ल हाम्रो शरिरभित्र जान्छ ?,miscellaneous,material,कुन
इलेक्ट्रोन पत्ता लगाउने वैज्ञानिक को थिए ?,person,discoverer,को
विश्व सम्पदा सुचिमा नेपालका कति सम्पदा सुचिकृत छन ?,numerical,count,कति
जय नेपाल शब्दको पहिलो पटक प्रयोग कसले गरेका थिए ?,person,individual,कसले
नेपालमा हाल कति ओटा राष्ट्रिय गौरवका आयोजनाहरु रहेका छन ?,numerical,count,कति
नेपालको कुल भुभागको कति प्रतिशत भुमिमा खेती गरिएको छ?,numerical,percentage,कति
नेपालको पहिलो राजमार्ग कुन हो ?,location,other,कुन
काठमाडौं - पोखरा सडकको नाम के हो?,location,other,कुन
किताबको अगाडि र पछाडि राखिएको खालि पानालाई के भनिन्छ ?,miscellaneous,other,के
जिरो आविष्कारक को हुन ?,person,inventor,को
नेपालमा चिया खेती कुन जिल्लाबाट शुरुवात भएको हो ?,location,district,कुन
१४ अञ्चल ७५ जिल्ला बिभाजन कहिले भयो ?,temporal,date,कहिले
हालसम्म नेपालमा कति मेगावाट विधुत उत्पादन भएको छ?,numerical,other,कति
भुकम्प दिवस कहिले मनाइन्छ नेपालमा?,temporal,day,कहिले
छिन्नमस्ताको मन्दिर कुन जिल्लामा पर्छ ?,location,district,कुन
थारु जाति को घरज्वाइ प्रथा लाइ के भनिन्छ,miscellaneous,other,के
जाखिरा ताल कुन जिल्लामा पर्छ ?,location,district,कुन
भण्डारखाल पर्वलाई अर्को कुन नामले चिनिन्छ ?,miscellaneous,other,कुन
नेपाल र भारत बिच कति ओटा व्यापारिक नाका खुल्ला गरिएको छ ?,numerical,count,कति
स्थानीय तहको बिभाजन पछि नेपालको सानो जिल्ला कुन हो ?,location,district,कुन
घोर्ने झरना कहाँ रहेको छ ?,location,district,कहाँ
गौतम बुद्दले पहिलो उपदेश कहा दिए ?,location,city,कहाँ
नेपाल को दोस्रो मिस नेपाल को हो?,person,individual,को
लोकसेवा आयोगका प्रथम अध्यक्ष को हुन् ?,person,individual,को
नेपालको अग्लो स्थानमा रहेको मन्दिर कुन हो ?,miscellaneous,other,कुन
प्रथम बिस्वयुद्धको समाप्ति कन सन्धिबाट भएको हो ?,miscellaneous,other,कुन
नेपाल लाई छुवाछूत मुक्त राष्ट्र कहिले घोषणा गरियो ?,temporal,date,कहिले
प्रथम राष्ट्रिय महिला अधिकार दिवस को नारा के रहेको छ ?,explanation,description,के
विश्वको पहिलो नगदेबाली केलाई मानिन्छ,miscellaneous,other,के
नेपालमा वृक्षरोपण कार्यक्रमको प्रारम्भ कहिले देखि भएको हो?,temporal,date,कहिले
एशियन हाइवेका सबैभन्दा कम खण्ड कहाँ पर्छ ?,location,country,कहाँ
विक्रम सम्बत र इस्वी सम्बतको बीचमा कति अन्तर छ ?,numerical,other,कति
खोल्साको सुन भन्नाले कुन नगदेबालिलाई चिनिन्छ ?,miscellaneous,other,कुन
आँसुकवि' भनेर कसलाई चिनिन्छ ?,person,individual,कसलाई
बिजुलीको वल्भमा कुन ग्याँस भरिएको हुन्छ ?,miscellaneous,material,कुन
सेतो सुन' भन्नाले के बुझिन्छ ?,miscellaneous,other,के
कालो हीरा भन्नाले के बुझिन्छ?,miscellaneous,material,के
२०७४ पुसमा चितवनको सौराहामा सम्पन्न महोत्सवमा हात्ती सुन्दरी प्रतियोगिताको उपाधि कसले जित्यो ?,miscellaneous,other,कसले
नेपाली भाषामा प्रकाशित पहिलो पत्रिका कुन हो ?,miscellaneous,press,कुन
राजदरबारको पर्खाल नाघेर श्री ५ त्रिभुवनलाई भेट्न जाने व्यक्ति को हुन् ?,person,individual,को
किराँत धर्मका महागुरु फाल्गुनन्दलाई नेपालका राष्टिय विभुतिमा कहिले घोषित गरियो ?,temporal,date,कहिले
एकैपटक दाहिने हातले अगेजी र देब्रे हातले फ्रेन्च भाषामा लेख्न सक्ने अमेरिकाका राष्ट्रपति को थिए ?,person,individual,को
राष्ट्रियसभा सदस्य निर्वाचन कहिले सम्पन्न भयो ?,temporal,date,कहिले
नेपालको पहिलो निजामती कर्मचारी मानिने केशवराज मास्केको निधन कहिले भयो ?,temporal,date,कहिले
हरेक चार बर्षमा प्रदान गरिने चार लाख पुरस्कार राशिको पृथ्वीप्रज्ञा पुरस्कार २०७४ बाट सम्मानित कसलाई गरियो ?,person,individual,कसलाई
वि.सं २००४ फागुन १२ गते बसेको प्रदेश नं ६ को प्रदेशसभा बैठकले प्रदेश नं ६ लाई के नामाकरण गरेको छ ?,location,state,के
नेपालको महान्यायाधिवक्तामा नियुक्त कानुन विद को हुन ?,person,individual,को
आठौ राष्ट्रिय खेलकुद प्रतियोगिताको मस्कट के रहेको छ ?,miscellaneous,other,के
नेपालको कुन ठाउँमा अन्तराष्ट्रिय स्तरको चलचित्र नगरी निमार्ण गर्न थालिएको छ ?,location,city,कुन
खोटाडलाई साक्षर जिल्ला घोषणा कहिले गरियो ?,temporal,date,कहिले
स्मार्ट गोरखापत्र-२०१८ को औपचारिक शुभारम्भ कहिले देखि गरियो ?,temporal,date,कहिले
दुरसंचार प्राधिकरणका अनुसार २०७४ मंसिर मसान्तसम्म कुल जनसंख्याको कति प्रतिशत जनसंख्या इन्टरनेटको पहुँचमा रहेका छन ?,numerical,percentage,कति
दोस्रोपटक केपि शर्मा ओलि कहिले प्रधानमन्त्री भए ?,temporal,date,कहिले
वि.सं २०७३ सालको मदन पुरस्कार कसलाई प्रदान गरियो ?,person,individual,कसलाई
प्रधानसेनापती खुल्ला म्याराथन- २०७४ कसले जिते ?,person,individual,कसले
नेपालमा पहिलो चिया गणना कहिले देखि सुरु गरियो ?,temporal,date,कहिले
वि.सं २०७४ सालको उत्तम शान्ति पुरस्कार कसलाई प्रदान गरियो ?,person,individual,कसलाई
नेपालसंग दोहोरो कर मुक्त भएका देशहरू कति ओटा छन ?,numerical,count,कति
कर्णाली विकास आयोगद्वारा कर्णाली विकासको लागि कति बर्षे योजना तर्जुमा गरेको छ?,numerical,other,कति
WWF को नेपाल प्रतिनिधिको रुपमा नियुक्त हुने संरक्षण विद को हुन ?,person,individual,को
३० मेगावाट क्षमताको चमेलिया जलविद्युत आयोजनाबाट औपचारिक रुपमा उत्पादन कहिले देखि सुरु गरियो ?,temporal,date,कहिले
नासाद्वारा मंगल ग्रहमा कहिले इन्साइडर ल्यान्डर यान अवतरण गर्यो ?,temporal,date,कहिले
13औ G 20 को सिखर सम्मेलन कहिले बस्यो ?,temporal,date,कहिले
धनकुटाकि बन्दना नेपाल ले कहिले 126 घन्टा नाचेर गिनिज बुक मा नाम लेखाइन ?,temporal,date,कहिले
एसियाको एक मात्र रोमन क्याथोलिक मुलुक कुन हो ?,location,country,कुन
विश्व प्रेस स्वतन्त्रता 2018 मा नेपाल कति स्थानमा छ ?,numerical,rank,कति
विश्व शान्ती सुचाउक 2018 मा नेपाल कुन स्थानमा छ?,numerical,rank,कति
नेपालमा पहिलो एभोकाडो महोत्सव कहिले भयो ?,temporal,date,कहिले
लुम्बिनीमा पहिलो पल्ट कहिले चरा महोत्सव भयो ?,temporal,date,कहिले
सगरमाथा आरोहण गर्ने एकजना आरोही बराबर कति के.जी फोहोर आधार शिविरसम्म अनिवार्यरुपमा ल्याउनुपर्ने नियम छ ?,numerical,weight,कति
नेपालमा भूतपूर्व प्रधानमन्त्री तथा मन्त्रीहरूको सरकारी सेवा सुविधा फिर्ता दिनुपर्ने आदेश सर्वोच्च अदालतले कहिले जारी गरेको थियो ?,temporal,date,कहिले
नेपालको पहिलो पुर्ण खोपयुक्त प्रदेश कुन हो ?,location,state,कुन
हात्तिको देश भनेर कुन देशलाई चिनिन्छ ?,location,country,कुन
नेपालको सबैभन्दा अग्लो झरना कुन हो ?,location,other,कुन
नेपालको पछिल्लो जिल्ला भनेर कुन जिल्लालाई चिनिन्छ ?,location,district,कुन
पैगम्बर शब्दको अर्थ के हुन्छ ?,explanation,description,के
भारतका अन्तिम हिन्दु राजा को थिए ?,person,individual,को
"भौगोलिक इतिहासमा 'नयाँ रोजको युग"" भनेर कुन शताब्दीलाई चिनिन्छ ?",numerical,rank,कुन
कुन महादेशलाई 'Last Of Lands' पनि भनेर चिनिन्छ ?,location,continent,कुन
पलेटी' केसंग सम्बन्धित छ ?,miscellaneous,other,के
मोहन जोड्दा भन्नाले के बुझिन्छ ?,miscellaneous,other,के
चुरौटी भाषा बोल्ने समुदाय कुन हो ?,organization,other,कुन
ल्याकोस खेलमा कतिजना खेलाडी हुन्छन ?,numerical,count,कति
भारतीय सर्वे विभागले कहिले गरेको मापनलाई नै सगरमाथाको उचाइ मान्दै आएको हो ?,temporal,date,कहिले
रुसमा जार शासनको अन्त्य भई कहिले देखि सोभियत संघ गणराज्य घोषित भएको हो ?,temporal,date,कहिले
दक्षिण रानी' भनेर कुन शहरलाई चिनिन्छ ?,location,city,कुन
राजारानि ताल' कुन जिल्लामा पर्दछ ?,location,district,कुन
नरेन्द्र मोदीको पहिलो नेपाल भ्रमण कहिले भएको थियो ?,temporal,date,कहिले
रावणले सीतालाई हरण गरेर राखेको ठाउँलाई के भनिन्छ ?,location,other,के
वानगड्गा सिचाइ आयोजना कुन जिल्लामा पर्दछ ?,location,district,कुन
दक्षिण अमेरिकाको विषम हावापानीको देश भनेर कुन मुलुकलाई चिनिन्छ ?,location,country,कुन
दक्षिण अमेरिकाको सबैभन्दा बढी विमानस्थल भएको देश कुन हो ?,location,country,कुन
बफर जोन अफ युरोप' भनेर कुन देशलाई चिनिन्छ ?,location,country,कुन
६५०० कि.मि. लामो सिल्क राड कहाँ बाट सुरु भएर कहाँ अन्त्य हुन्छ ?,location,other,कहाँ
काठमाडौं सगे भागिनी सम्बन्ध कायम भयकी छोरी को हुन ?,miscellaneous,other,को
33 औ आसियान सिखर सम्मेलन कहिले भएको हो ?,temporal,date,कहिले
बिमेस्टेको चौथो सिखर सम्मेलन कहिले भयो ?,temporal,date,कहिले
मानब बिकास सचाकाड़क 2018 मा कति स्थान मा छ?,numerical,rank,कति
मिस युनिभर्स 2018 को भइन ?,person,individual,को
भारतको १७औं लोकसभा निर्वाचनमा कुन पार्टीको गठबन्धनले बहुमत हासिल गरेको छ ?,organization,other,कुन
नेपाली कांग्रेसद्वारा छाया सरकारको गठन कहिले भयो ?,temporal,date,कहिले
२०७६ जेठ ४ मा मनाइएको बुद्ध जयन्ती कतिऔँ बुद्धजयन्ती हो ?,numerical,rank,कति
मध्य पहाडी लोकमार्गअन्तर्गत बिछ्याइने अप्टिकल फाइबर कति जिल्लामा सञ्जाल विस्तार गरिने भएको छ ?,numerical,count,कति
विश्व दूरसञ्चार दिवस कहिले मनाइन्छ ?,temporal,day,कहिले
इन्डोनेसियाको राष्ट्रपतिमा दोस्रो कार्यकालको लागि को निर्वाचित भएका छन् ?,person,individual,को
राष्ट्रपतिद्वारा युगकवि सिद्धिचरण पुरस्कार–२०७६ कसलाई प्रदान भयो ?,person,individual,कसलाई
सरकारले प्रत्येक वर्ष कहिले राष्ट्रिय महिला अधिकार दिवस मनाउने निर्णय गरेको छ ?,temporal,day,कहिले
हालै प्रकाशित ब्ल्याकहोलको तस्बिर खिच्न सफल महिला को हुन् ?,person,individual,को
अन्तर्राष्ट्रिय जैविक विविधता दिवस २०१९ मे २२ को नारा के रहेको छ ?,explanation,description,के
पृथ्वीको धरातलाई कतिवटा हावाका चाप पेटिकामा विभाजन गरिएको छ ?,numerical,count,कति
"सरकारले २०७६ लाई कुन अभियान लिएर संघ, प्रदेश र स्थानीय तहमा कार्यक्रम सञ्चालन गर्ने निर्णय गरेको छ ?",explanation,description,कुन
दुर्लभ वन्यजन्तु हाब्रेको प्रजनन केन्द्र कहाँ स्थापना गरिएको छ ?,location,city,कहाँ
ब्रिक्सको ११औँ सम्मेलन २०१९ मा कुन देशमा हुँदै छ ?,location,country,कुन
नेपालको संविधान २०७२ बमोजिम नेपाल सरकारको मुख्य कानुनी सल्लाहकार को हुने व्यवस्था रहेको छ ?,person,appellation,को
नेपालको नयाँ राष्ट्रिय गानको सार्वजनिक कहिले भएको हो ?,temporal,date,कहिले
Father Of Microbiology भनेर कुन वैज्ञानिकलाई चिनिन्छ ?,person,individual,कसलाई
अफ्रिका महादेशमा फैलिएको घाँसे मैदानलाई के भनिन्छ ?,miscellaneous,other,के
नेपाल सरकारद्वारा प्रदान गरिने अलंकारहरू कतिवटा छन् ?,numerical,count,कति
नेपालले सर्वप्रथम कुन देशसँग श्रम सम्झौता गरेको थियो ?,location,country,कुन
सार्कले कुन वर्षलाई वातावरण वर्षका रूपमा मनाएको थियो ?,temporal,year,कुन
नेपालमा भौगर्भिक विभागको स्थापना कहिले भएको थियो ?,temporal,date,कहिले
Blue and Bear केसँग सम्बन्धित छ ?,miscellaneous,other,के
‘मेरो रगत फ्रान्सको समृद्धिको कारण बनोस्’ यो भनाइ कसको हो ?,person,individual,कसको
डटपेनको अविष्कार कसले गरेका हुन् ?,person,inventor,कसले
नेपाल टेलिकमले कहिलेदेखि प्रिपेड मोबाइल सेवा प्रारम्भ गरेको हो ?,temporal,date,कहिले
चियामा कुन विषालु क्षारिय तत्व हुन्छ ?,miscellaneous,material,कुन
खुट्टामा जिव्रो हुने जीव कुन हो ?,miscellaneous,other,कुन
मानिसले सबैभन्दा छिटो गर्न सक्ने काम कुन हो ?,explanation,description,कुन
जिब्रोको भित्री भागले कुन स्वाद थाहा पाउँछ ?,miscellaneous,other,कुन
मानिस स्वथ्य रहन कति प्रकारका भिटामिन खानु पर्छ ?,numerical,count,कति
संसारकै सबैभन्दा बढी सर्ने रोग कुन हो ?,miscellaneous,other,कुन
भुटानको राष्ट्रिय एयरलायन्सको नाम के–हो ?,organization,other,के
याहुका संस्थापक को–को हुन् ?,person,individual,को
सन् २०१२ को यरो कप फुटबलको उपाधी कुन देशले जित्यो ?,location,country,कुन
असंलग्न राष्ट्रको १७ सम्मेलन कुन राष्ट्रमा सन् २०१५ मा आयोजना हुँदैछ ?,location,country,कुन
अस्ट्रेलियामा निर्वाचनमा मत नखसालेमा कति जरिवाना तिर्नुपर्छ ?,numerical,money,कति
सन् २०१२ मा लन्डन ओलम्पिकमा नेपाली टोलीको नेतृत्व गर्दै मार्च पासमा नेपालको झन्डा कुन खेलाडीले बोकेका थिए ?,person,individual,कुन
विचित्र नामको गुफा कुन जिल्लामा अवस्थित छ ?,location,district,कुन
नेपालमा गद्य कविताको शुरुवात गर्नै साहित्यकार को हुन् ?,person,individual,को
विश्वमा सबैभन्दा पुरानो राजतन्त्र भएको मूलुक कुन हो ?,location,country,कुन
भगवान गोतम बुद्धको मृत्यु पश्चात् बौद्ध धर्मको बारेमा लेखिएको पहिलो ग्रन्थ कुन हो ?,miscellaneous,book,कुन
लेवनानी भाषामा ‘हिजबुल्लाह’ भनेको के हो ?,miscellaneous,other,के
अन्तराष्ट्रिय हात्तिपोलो खेल नियमित रुपमा कुन देशमा हुने गर्दछ?,miscellaneous,country,कुन
संसारकै सबैभन्दा ठूलो कम्प्युटर सफ्टवेयर उत्पादक कम्पनी कुन हो ?,organization,other,कुन
सूर्यग्रहण र चन्द्रगहण कुनकुन किनाराबाट लाग्न सुरु गर्दछ ?,explanation,description,कुन
लोटस–१२३ केसँग सम्बन्धीत छ ?,miscellaneous,other,के
अल्वर्ट आइन्स्टाइनलाई कुन देशको राष्ट्रपति हुुन आग्रह गरिएको थियो ?,person,individual,कुन
प्राणी विकाशका सिद्धान्तलाई सबैभन्दा पहिले प्रामाणिक रुपमा कसले व्याख्या गरेको मानिन्छ ?,person,individual,कसले
अन्तराष्ट्रिय स्तरको ‘ग्लोवल ५००’ पुरस्कार पाउने प्रथम नेपाली को हुन् ?,person,individual,को
पृथ्वीको गतिभन्दा परमाणु घडी कति समयले चलाख रहेको छ ?,temporal,duration,कति
कमल फूलको आकार भएको नाटक देखाउन अपेरा घर कुन देशको कुन शहरमा छ ?,location,country,कुन
सन् २०१० को विश्वकप फुटबलमा कुन टिम उप–बिजेता भएको थियो ?,location,country,कुन
नेपाली नागरिकतामा अंग्रेजी भाषामा समेत कहिलेदेखी वितरण गर्न थालियो ?,temporal,date,कहिले
फिलामेन्ट बत्तीको आयु कति हुन्छ,temporal,duration,कति
नेपालको पहिलो सर्च इन्जिन कुन हो ?,miscellaneous,other,कुन
हवाईजहाज उड्दा प्रयोग गरिने ग्यास कुन हो ?,miscellaneous,material,कुन
भारतीय संसद परिषदमा कुन नेपालीको सालिक रहेको छ ?,person,individual,कुन
लालबकैया नदीको किनारमा रहेको जिल्ला सदरमुकाम कुन हो ?,location,city,कुन
नेपालको सबैभन्दा होचो भाग कुन हो ?,location,city,कुन
इतिहासका पिता भनि कसलाई भनिन्छ ?,person,individual,कसलाई
क्यालकुलेटरका अविष्कार कसले गरेका हुन् ?,person,inventor,कसले
घरमा हुने सामान्य कुराकानीमा कति डेसिबल ध्वनी उत्पन्न हुन्छ ?,numerical,other,कति
"नेपालको अन्तरिम संविधान, २०६३ कहिले जारी भयो ?",temporal,date,कहिले
संयुक्त राष्ट्रसंघको महासभाको अध्यक्ष हुने पहिलो महिला को हुन् ?,person,individual,को
पाकिस्तानको केन्द्रीय बैंकलाई के भनिन्छ ?,organization,bank,के
विश्वमा सबैभन्दा बढी रेमिट्यान्स आउने मुलुक कुन हो ?,location,country,कुन
नेपालको सम्मानार्थ नागरिकता पाउने पहिलो विदेशी को हुन् ?,person,individual,को
ह्यारी पोटर पुस्तक शृङ्खलाकी लेखिका को हुन् ?,person,individual,को
प्रधानमन्त्री मुस्लिम हुँदा राष्ट्रपति क्रिश्चियन र राष्ट्रपति मुस्लिम हुँदा प्रधानमन्त्री क्रिश्चियन हुने राष्ट्र कुन हो ?,location,country,कुन
नेपालको राष्ट्रियगानमा कति शब्द र कति ओटा अक्षर छन् ?,numerical,count,कति
संयुक्त राष्ट्रसंघमा भिटो प्रयोग गर्नै पहिलो मुलुक कुन हो ?,location,country,कुन
अठारौं सार्क शिखर सम्मेलन कहाँ हुने भएको छ ?,location,city,कहाँ
विश्वको प्रथम लिखित संविधान कुन देशको हो ?,location,country,कुन
व्यवस्थापिका संसदले पारित गरेको पहिलो कानुन कुन हो ?,miscellaneous,other,कुन
´´शब्दविद्या`` कसको रचना हो ?,person,individual,कसको
अन्तर्राष्ट्रिय मुद्राकोषले कहिलेदेखि राष्ट्र संघको विशिष्टिकृत निकाय बनेको हो ?,temporal,date,कहिले
आ.व. २०७२/७३ को बजेटमा राष्ट्रिय पुनर्निर्माण कोषमा कति रकम विनियोजन गरिएको छ?,numerical,money,कति
आ.व.२०७२/७३ को बजेटमा खर्च बेहोर्ने श्रोत मध्ये राजस्वबाट कति प्राप्त हुने अनुमान गरिएको छ?,numerical,money,कति
जिका भाईरस सर्वप्रथम मानिसमा कहिले देखा परेको थियो ?,temporal,date,कहिले
अलपेश्वर गुफा नेपालको कुन जिल्लामा रहेको छ ?,location,district,कुन
चाँगुनारायण मन्दिर कुन कालमा निर्माण भएको थियो ?,temporal,other,कुन
पैगम्बर मोहम्मद मक्काबाट मदिना पुगेको घटनालाई के भनिन्छ ?,miscellaneous,other,के
चालू आर्थिक वर्ष २०७२/७३ को बजेटमा सबैभन्दा बढी बजेट कुन क्षेत्रलाई विनियोजन गरिएको छ?,miscellaneous,other,कुन
महाभुकम्प-२०७२ब ाट क्षेती ग्रस्त संरचनाको पुनर्निर्माण महाअभियान कहिलेबाट सुरु भयो ?,temporal,date,कहिले
जुफाल विमानस्थल कुन जिल्लामा रहेको छ?,location,district,कुन
ऋग्वेदमा सबैभन्दा बढी वर्णन गरिएको पात्र को हुन् ?,person,individual,को
शनि देवताको बाहनलाई के भनिन्छ ?,miscellaneous,other,के
मनसिरी हिमश्रृंखला कुन अंचलमा पर्दछ ?,location,other,कुन
शुद्धोधन राजाको राजधानी कहाँ थियो ?,location,city,कहाँ
गौरीका सिंह कुन खेलसँग सम्बन्धित छ ?,miscellaneous,other,कुन
नेपालको संविधानको कुन अनुसुचीमा संघ र प्रदेशको साझा अधिकारको सुची उल्लेख गरिएको छ ?,miscellaneous,other,कुन
संयुक्त राष्ट्रसंघको संस्थापक सदस्य राष्ट्र कति थिए ?,numerical,count,कति
ATM card लाई प्रयोगमा ल्याउने नेपालको पहिलो बैंक कुन हो ?,organization,bank,कुन
हाल विश्व बैंक अन्तर्गत कति वटा संस्थाहरू आवद्ध छन् ?,numerical,count,कति
नागरिक बडापत्रलाई सबैभन्दा पहिला प्रचलनमा ल्याउने राष्ट्र कुन हो ?,location,country,कुन
एशियाली खेलकुद संघको स्थापना कहिले भएको हो ?,temporal,date,कहिले
विश्वको दोस्रो ठुलो महादेश कुन हो ?,location,continent,कुन
म्यानमारमा सबैभन्दा पछिल्लो संसदीय निर्वाचन कुन मितिमा भएको थियो ?,temporal,date,कहिले
सहश्रधारा झरना कुन जिल्लामा रहेको छ ?,location,district,कुन
नेपालमा २०७२ बैशाख १२ मा आएको भुकम्प पछिको पहिलो दाता सम्मेलन कहिले भएको थियो ?,temporal,date,कहिले
हालै भारतमा भएको साफ खेलकुदमा नेपालले कुन खेलमा पहिलो स्वर्ण पदक प्राप्त गरेको थियो ?,miscellaneous,other,कुन
योगशस्त्रका प्रवर्तक को हुन् ?,person,individual,को
नागरिक कर्तव्य उल्लेख गरिएको नेपालको पहिलो संविधान कुन हो ?,miscellaneous,other,कुन
सार्कको सबैभन्दा पहिलो क्षेत्रीय संस्था कुन हो ?,organization,other,कुन
आ.व.२०७२/७३ को बजेटमा मुल्य अभिवृद्धि कर दर्ताका लागि कारोबारको सीमा कति तोकेको छ ?,numerical,money,कति
नेपालको एक मात्र राष्ट्रिय ट्रमा सेन्टरको उद्घाटन कहिले भएको थियो ?,temporal,date,कहिले
प्रतिनिधि सभा घोषणा २०६३ कहिले भएको थियो ?,temporal,date,कहिले
थकाली समुदायको बसोबासको मुख्य स्थान कुन हो ?,location,district,कुन
चालू बजेटले कति वटा जिल्लालाई धान उत्पादन पकेट क्षेत्रको रुपमा राखेको छ ?,numerical,count,कति
कञ्चनजंघा हिमश्रृंखलामा ८००० मिटरभन्दा माथिका कति वटा टाकुरा रहेका छन् ?,numerical,count,कति
नेपालको संविधानको कति भागमास्थानिय आर्थिक कार्य प्रणालीको बारेमा उल्लेख गरिएको छ ?,miscellaneous,other,कति
नेपालसंग हवाइ सम्झौता भएको 39 औ देस कुन हो ?,location,country,कुन
नेपालमा 2018 मा बाघ को संख्या कति थियो?,numerical,count,कति
मदन पुरस्कार 2074 कस्लाइ प्रदान गरियो?,person,individual,कसलाई
कोशी ब्यारेजमा कति ओटा ढोका रहेका छन्?,numerical,count,कति
पहाडको अध्ययन गर्ने विज्ञानलाई के भनिन्छ ?,miscellaneous,other,के
हाल विश्वको सबैभन्दा अग्लो भवन कुन हो ?,miscellaneous,other,कुन
नेपाल एकीकरण हनुभन्दा अगाडी नेपाल भन्नाले कुन ठाउलाई मात्र बुझिन्थ्यो ?,location,city,के
सुनको सुद्दता कुन एकाइमा नापिन्छ ?,miscellaneous,other,के
विश्वमा सबैभन्दा बढी हतियार ब्यापार गर्ने राष्ट्र कुन हो ?,location,country,कुन
मानिसलाई सबैभन्दा बढी लाग्ने रोग कुन हो ?,miscellaneous,disease,कुन
सय बर्षको अवधिलाई के भनिन्छ ?,miscellaneous,other,के
सबैभन्दा महँगो धातु कुन हो ?,miscellaneous,material,कुन
उड्न सक्ने एकमात्र स्तनधारी जीवा कुन हो ?,miscellaneous,animal,कुन
ECG नामक यन्त्र कुन अंगको परिक्षणको लागि प्रयोग गरिन्छ ?,miscellaneous,device,कुन
काठमाडौंबाट सबैभन्दा नजिक पर्ने सार्क राष्ट्रको राजधानी हुन हो ?,location,city,कुन
नेपाल सबैभन्दा बढी पर्यटक भित्रिने स्थालामार्गको नाका कुन हो ?,location,city,कुन
एक सेन्टिमिटर माटोको था बन्न सामान्यतया कति बर्ष लाग्छ ?,temporal,duration,कति
सबैभन्दा बढी क्रियासिल धातु कुन हो ?,miscellaneous,material,कुन
प्रकाशले १ सेकेन्डमा कति दुरी पार गर्छ?,numerical,length,कति
सुर्यको प्रकाश पृथ्वीमा आइपुग्न कति समय लाग्छ ?,temporal,duration,कति
पानीजहाज चलाउने चालकलाई के भनिन्छ ?,miscellaneous,other,के
विश्वको कुन नदीमा माछा पाइदैन ?,location,river,कुन
चीनलाई सार्क राष्ट्रमा आबद्ध गर्न प्रस्ताव गर्ने राष्ट्र कुन हो ?,location,country,कुन
संसारमा सबैभन्दा बढी मानिसलाई रोजगारी दिने संस्थान कुन हो ?,organization,other,कुन
सार्वजनिक विदा घोषणा कुन मन्त्रालयले गर्छ ?,organization,other,कुन
नेपालको पहिलो निर्वाचित प्रधानमन्त्री को हुन ?,person,individual,को
रिमोट कन्ट्रोलमा कुन किरणको प्रयोग भएको हुन्छ ?,miscellaneous,other,कुन
खुर्सानी कुन तत्वको कारणले पिरो हुन्छ?,miscellaneous,material,कुन
.चालकले मादक पदार्थ खाए नखाएको जाच्ने यन्त्रलाई के भनिन्छ ?,miscellaneous,device,के
नेपालको सबैभन्दा ठुलो औधोगीक क्षेत्र कुन हो ?,organization,other,कुन
डा. रामवरण यादब नेपालको प्रथम राष्ट्रपतिको रुपमा निर्वाचित कहिले भए ?,temporal,date,कहिले
हलिउड फिल्ममा अभिनय गर्ने पहिलो नेपालि अभिनेत्री को हुन् ?,person,individual,को
विश्वको सर्वाधिक उचाइको रेलमार्ग कहा निर्माण गरिएको छ ?,location,country,कहाँ
हाल विश्वको सबैभन्दा बढी जनसंख्या भएको सहर कुन हो ?,location,city,कुन
विश्वको सबैभन्दा ठुलो टापु कुन हो ?,location,island,कुन
संसारको सबैभन्दा बढी बालुवा बोक्ने नदि कुन हो ?,location,river,कुन
संसारकै पहिलो नेपालि बाघ विशेषज्ञ को हुन ?,person,individual,को
सबैभन्दा चाँडो बढ्ने बनस्पति कुन हो ?,miscellaneous,other,कुन
पंचायतको मलामी भनेर कसलाई चिनिन्छ ?,person,individual,कसलाई
